name,unicode,keywords,definition
cooked rice,U+1F35A,rice cooked,"A bowl of rice, steamed and ready to be served alongside a delicious meal. Popular in Asian cuisine. Cooked Rice was approved as part of Uni http://emojipedia.org/cooked-rice/"
rice ball,U+1F359,japanese rice ball,"A rice ball (called onigiri in Japanese) containing white rice, and wrapped in seaweed (called nori in Japanase). Rice Ball was approved as  http://emojipedia.org/rice-ball/"
rice cracker,U+1F358,cracker rice,"A type of cracker made from rice, known as senbei in Japan. Shown with nori (seaweed) at the base, as they are sometimes served. Rice Cracke http://emojipedia.org/rice-cracker/"
poultry leg,U+1F357,poultry leg bone chicken,"A cooked leg of turkey, chicken, or another form of poultry. This poultry leg is eaten either as part of a roast dinner, or off the bone as  http://emojipedia.org/poultry-leg/"
meat on bone,U+1F356,meat bone,"Meat on a bone in a classic cartoon-like style, seen in manga/anime. Known as “Ano Niku”, meaning “That Meat you see in Manga or Anime“ or m http://emojipedia.org/meat-on-bone/"
pizza,U+1F355,cheese slice,"A slice  of pizza, with pepperoni topping on it. The Android pizza emoji includes  a slice of green pepper / capsicum as well. How exotic! P http://emojipedia.org/slice-of-pizza/"
white large square,U+2B1C,square geometric,White Large Square was approved as part of Unicode 5.1 in 2008 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/white-large-square/
black large square,U+2B1B,square geometric,Black Large Square was approved as part of Unicode 5.1 in 2008 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/black-large-square/
strawberry,U+1F353,berry fruit,A bright red garden strawberry. A sweet fruit generally referred to simply as a strawberry. Strawberry was approved as part of Unicode 6.0 i http://emojipedia.org/strawberry/
cherries,U+1F352,fruit cherry,A red fruit that contains a stone. Known as a wild cherry in the UK. Cherries was approved as part of Unicode 6.0 in 2010 and added to Emoji http://emojipedia.org/cherries/
green apple,U+1F34F,apple fruit green,"A green apple, of the fruit variety. Green Apple was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste  http://emojipedia.org/green-apple/"
red apple,U+1F34E,apple fruit red,"A red apple, of the fruit variety. Looks orange on Android. Red Apple was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in  http://emojipedia.org/red-apple/"
lemon,U+1F34B,citrus fruit,"A yellow-colored fruit, known for its sour taste. Shown with one or two green leaves on some platforms. Has been used in relation to the Bey http://emojipedia.org/lemon/"
tangerine,U+1F34A,orange fruit,"An orange-colored fruit that tastes similar to a mandarin. Known as citrus unshiu in Japan, this fruit has since been exported around the wo http://emojipedia.org/tangerine/"
grapes,U+1F347,fruit grape,Grapes that are commonly found as red grapes (purple-colored) or white grapes (green-colored). Used to create wine. Grapes was approved as p http://emojipedia.org/grapes/
eggplant,U+1F346,vegetable aubergine,"An eggplant emoji, known as an aubergine in Japan and some other countries speaking British English. A long, purple-looking vegetable used i http://emojipedia.org/aubergine/"
tomato,U+1F345,vegetable fruit,"A red, ripe tomato emoji. Looks similar to the red apple emoji at small sizes. Tomato was approved as part of Unicode 6.0 in 2010 and added  http://emojipedia.org/tomato/"
leaf fluttering in wind,U+1F343,leaf wind blow flutter,"A leaf (or leaves in the Apple artwork) fluttering in a gentle breeze, falling to the ground. Leaf Fluttering in Wind was approved as part o http://emojipedia.org/leaf-fluttering-in-wind/"
fallen leaf,U+1F342,leaf falling,"A fallen leaf (or leaves), as would be seen in the season of fall or autumn. Fallen Leaf was approved as part of Unicode 6.0 in 2010 and add http://emojipedia.org/fallen-leaf/"
maple leaf,U+1F341,leaf falling maple,"A red, orange or yellow maple leaf, often associated with Canada due to the maple leaf on the Canadian Flag. Maple Leaf was approved as part http://emojipedia.org/maple-leaf/"
four leaf clover,U+1F340,leaf 4 four clover,A four-leaf clover is a less common variety of the three-leaved clover. Considered to be lucky. Not to be confused with the shamrock (aka th http://emojipedia.org/four-leaf-clover/
down arrow,U+2B07,south arrow direction down cardinal,"An arrow, pointing down. See the glossary for information on the term black in unicode character names. Down Arrow was approved as part of U http://emojipedia.org/downwards-black-arrow/"
up arrow,U+2B06,arrow direction north cardinal,"An arrow, pointing up. See the glossary for information on the term black in unicode character names. Up Arrow was approved as part of Unico http://emojipedia.org/upwards-black-arrow/"
left arrow,U+2B05,west arrow direction cardinal,"An arrow, pointing left. See the glossary for information on the term black in unicode character names. Left Arrow was approved as part of U http://emojipedia.org/leftwards-black-arrow/"
sheaf of rice,U+1F33E,rice ear grain,"A rice crop, growing in the ground before harvesting. Sheaf of Rice was approved as part of Unicode 6.0 in 2010 under the name “Ear of Rice” http://emojipedia.org/ear-of-rice/"
ear of corn,U+1F33D,corn ear maize maze,"An ear of corn, known as as maize in many countries around the world. Ear of Corn was approved as part of Unicode 6.0 in 2010 under the name http://emojipedia.org/ear-of-maize/"
sunflower,U+1F33B,flower sun,A sunflower emoji. Bright and yellow. Give it to someone to make them smile! Sunflower was approved as part of Unicode 6.0 in 2010 and added http://emojipedia.org/sunflower/
cherry blossom,U+1F338,blossom flower cherry,"A pretty, light-pink flower in bloom. The cherry blossom is very popular in Japan and Japanese art. Weather forecasts track the cherry bloss http://emojipedia.org/cherry-blossom/"
hot pepper,U+1F336,pepper hot,"A hot pepper, otherwise known as a chili pepper, originating in Mexico. Sometimes used on restaurant menus as a scale to indicate how spicy  http://emojipedia.org/hot-pepper/"
palm tree,U+1F334,tree palm,"A palm tree, commonly found in tropical and otherwise warm climates. Often represents a vacation or holiday destination. Palm Tree was appro http://emojipedia.org/palm-tree/"
deciduous tree,U+1F333,tree shedding deciduous,A type of tree that has leaves turn orange or brown and fall off during the season of fall / autumn. Deciduous Tree was approved as part of  http://emojipedia.org/deciduous-tree/
evergreen tree,U+1F332,tree,"A type tree found in nature that doesn’t lose its leaves seasonally, but stays green all year around. Evergreen Tree was approved as part of http://emojipedia.org/evergreen-tree/"
burrito,U+1F32F,mexican wrap,"A burrito emoji, a popular wrapped Mexican food item. Shown wrapped in foil on some platforms. Burrito was approved as part of Unicode 8.0 i http://emojipedia.org/burrito/"
hot dog,U+1F32D,hotdog frankfurter sausage,"A sausage in a bread roll, often consumed at sporting events such as baseball, and served with ketchup and/or mustard. Hot Dog was approved  http://emojipedia.org/hot-dog/"
wind face,U+1F32C,wind cloud blow face,"The face of a Mother Nature character, creating wind by blowing air from her mouth. Wind Face was approved as part of Unicode 7.0 in 2014 un http://emojipedia.org/wind-blowing-face/"
tornado,U+1F32A,whirlwind cloud,A tornado appearing to come from within a cloud in the sky. Tornado was approved as part of Unicode 7.0 in 2014 under the name “Cloud With T http://emojipedia.org/cloud-with-tornado/
cloud with lightning,U+1F329,cloud lightning,A storm cloud with a bolt of lightning coming out of it. Cloud With Lightning was approved as part of Unicode 7.0 in 2014 and added to Emoji http://emojipedia.org/cloud-with-lightning/
cloud with snow,U+1F328,cold cloud snow,A cloud with small snowflakes drifting from it. Cloud With Snow was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015.  http://emojipedia.org/cloud-with-snow/
cloud with rain,U+1F327,cloud rain,Raindrops falling from a cloud. People standing under it should probably use an umbrella to keep dry. Cloud With Rain was approved as part o http://emojipedia.org/cloud-with-rain/
sun behind rain cloud,U+1F326,cloud sun rain,"Raindrops falling from a cloud, with the sun shown in the background (half covered by the cloud). The combination of sun and rain may cause  http://emojipedia.org/white-sun-behind-cloud-with-rain/"
sun behind large cloud,U+1F325,cloud sun,"The sun shown behind a cloud, with about 20% of it visible. Very similar to the sun behind cloud emoji, but with less sun visible. See the g http://emojipedia.org/white-sun-behind-cloud/"
sun behind small cloud,U+1F324,cloud sun,"The sun, with a small cloud in the foreground. The majority of the sun is visible. See the glossary for information on the term white in uni http://emojipedia.org/white-sun-with-small-cloud/"
shooting star,U+1F320,shooting falling star,"A star displaying a path of light behind it, indicating movement through the sky. Shooting Star was approved as part of Unicode 6.0 in 2010  http://emojipedia.org/shooting-star/"
glowing star,U+1F31F,glittery star shining sparkle glow,"A five-point star of pale-yellow color, with small bursts of light shining around it. Generally used for visual flair rather than astronomic http://emojipedia.org/glowing-star/"
sun with face,U+1F31E,sun face bright,"A yellow sun with a kind, smiling face. Not your typical smiling sun with big grin and sunglasses. Sun With Face was approved as part of Uni http://emojipedia.org/sun-with-face/"
full moon with face,U+1F31D,moon full face bright,"A smiling full moon, sometimes said to have a slightly creepy face. Not to be confused with the full moon that has no face. Full Moon With F http://emojipedia.org/full-moon-with-face/"
last quarter moon with face,U+1F31C,moon quarter face,"A crescent moon shape, showing a face looking right. Last Quarter Moon With Face was approved as part of Unicode 6.0 in 2010 and added to Em http://emojipedia.org/last-quarter-moon-with-face/"
first quarter moon with face,U+1F31B,moon quarter face,"A crescent moon shape, showing a face looking left. First Quarter Moon With Face was approved as part of Unicode 6.0 in 2010 and added to Em http://emojipedia.org/first-quarter-moon-with-face/"
new moon face,U+1F31A,moon face,"A moon with a face, hiding in shadow. Sometimes perceived to be creepy, this is a regular new moon, with a face on it. New Moon Face was app http://emojipedia.org/new-moon-with-face/"
crescent moon,U+1F319,moon crescent,Crescent Moon was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/crescent-moon/
waning crescent moon,U+1F318,moon crescent waning,Waning Crescent Moon was approved as part of Unicode 6.0 in 2010 under the name “Waning Crescent Moon Symbol” and added to Emoji 1.0 in 2015 http://emojipedia.org/waning-crescent-moon-symbol/
